week-start,70.0th
2025-05-04,892.298
2025-05-11,824.4019999999999
2025-05-18,768.71
2025-05-25,843.69
2025-06-01,809.104
2025-06-08,773.174
2025-06-15,756.0120000000001
2025-06-22,797.6049999999999
2025-06-29,746.654
2025-07-06,748.744
2025-07-13,753.736
2025-07-20,732.782
2025-07-27,753.654
2025-08-03,816.864
